PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
275,1.0,,"Healy, Miss. Hanora ""Nora""",female,,0.0,0.0,370375,,,Q
276,1.0,,"Andrews, Miss. Kornelia Theodosia",female,63.0,,,13502,,D7,
277,0.0,,"Lindblom, Miss. Augusta Charlotta",female,,0.0,0.0,347073,7.75,,S
278,0.0,2.0,"Parkes, Mr. Francis ""Frank""",male,,,nan,239853,0.0,,S
279,0.0,3.0,"Rice, Master. Eric",,7.0,4.0,1.0,382652,29.125,,Q
280,,,"Abbott, Mrs. Stanton (Rosa Hunt)",alien,35.0,1.0,1.0,C.A. 2673,20.25,,S
281,0.0,3.0,"Duane, Mr. Frank",male,65.0,0.0,0.0,336439,7.75,,Q
282,0.0,,"Olsson, Mr. Nils Johan Goransson",male,28.0,0.0,0.0,347464,7.8542,,S
283,0.0,,"de Pelsmaeker, Mr. Alfons",male,16.0,0.0,,345778,-100,,S
284,1.0,5,"Dorking, Mr. Edward Arthur",male,19.0,0.0,0.0,A/5. 10482,8.05,,S
285,0.0,1.0,"Smith, Mr. Richard William",male,,,0.0,113056,,A19,
286,0.0,3.0,"Stankovic, Mr. Ivan",,33.0,0.0,0.0,349239,8.6625,,C
287,1.0,3.0,"de Mulder, Mr. Theodore",male,30.0,0.0,0.0,345774,9.5,,
288,0.0,3.0,"Naidenoff, Mr. Penko",male,22.0,0.0,0.0,349206,7.8958,,S
289,,2.0,"Hosono, Mr. Masabumi",male,42.0,0.0,0.0,237798,,,
290,1.0,3.0,"Connolly, Miss. Kate",female,,0.0,0.0,370373,,,Q
291,1.0,,"Barber, Miss. Ellen ""Nellie""",female,-10.0,0.0,0.0,19877,78.85,,S
292,1.0,0,"Bishop, Mrs. Dickinson H (Helen Walton)",,19.0,nan,0.0,11967,91.0792,B49,C
293,0.0,,"Levy, Mr. Rene Jacques",male,36.0,0.0,0.0,SC/Paris 2163,12.875,D,C
294,0.0,3.0,"Haas, Miss. Aloisia",female,24.0,0.0,0.0,349236,,,S
295,0.0,3.0,"Mineff, Mr. Ivan",male,24.0,nan,0.0,349233,7.8958,,S
296,No,1.0,"Lewy, Mr. Ervin G",male,,0.0,0.0,PC 17612,27.7208,,C
297,,3.0,"Hanna, Mr. Mansour 4293",male,23.5,0.0,,2693,7.2292,,C
298,0.0,4.0,"Allison, Miss. Helen Loraine",female,2.0,1.0,,113781,151.55,C22 C26,S
299,1.0,1.0,"Saalfeld, Mr. Adolphe",male,,0.0,0.0,19988,30.5,C106,S
300,1.0,1.0,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0.0,1.0,PC 17558,247.5208,B58 B60,C
301,,,"Kelly, Miss. Anna Katherine ""Annie Kate"" 4358",female,,,0.0,9234,7.75,,Q
302,1.0,3.0,"McCoy, Mr. Bernard",,,50.0,500.0,367226,,,Q
303,0.0,,"Johnson, Ms. William Cahoone Jr",,19.0,0.0,0.0,LINE,0.0,,S
304,1.0,2.0,"Keane, Miss. Nora A",female,,0.0,0.0,226593,12.35,E101,Q
305,No,3.0,"Williams, Mr. Howard Hugh ""Harry"" 4451",male,,0.0,0.0,A/5 2466,8.05,,S
306,1.0,1.0,"Allison, Master. Hudson Trevor",male,0.92,1.0,2.0,113781,151.55,C22 C26,S
307,Yes,1.0,"Fleming, Miss. Margaret",female,,0.0,,17421,110.8833,,C
308,,,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1.0,0.0,PC 17758,,C65,C
309,0.0,2.0,"Abelson, Mr. Samuel",male,30.0,100.0,50.0,P/PP 3381,,,C
310,1.0,,"Francatelli, Miss. Laura Mabel",,30.0,,,PC 17485,,E36,C
311,1.0,1.0,"Hays, Miss. Margaret Bechstein",female,24.0,0.0,0.0,11767,83.1583,C54,C
312,1.0,1.0,"Ryerson, Miss. Emily Borie",female,18.0,,,PC 17608,262.375,B57 B59 B63 B66,C
313,0.0,2.0,"Lahtinen, Mrs. William (Anna Sylfven)",,26.0,1.0,1.0,250651,,,
314,,3.0,"Hendekovic, Mr. Ignjac",male,28.0,0.0,,349243,7.8958,,S
315,0.0,2.0,"Hart, Mr. Benjamin",male,43.0,1.0,,F.C.C. 13529,26.25,,
316,1.0,,"Nilsson, Miss. Helmina Josefina",,26.0,0.0,0.0,347470,7.8542,,S
317,1.0,2.0,"Kantor, Mrs. Sinai (Miriam Sternin)",female,,1.0,0.0,244367,26.0,,
318,0.0,2.0,"Moraweck, Dr. Ernest",,54.0,,0.0,29011,14.0,,
319,Yes,,"Wick, Miss. Mary Natalie",female,31.0,0.0,2.0,36928,164.8667,C7,S
320,Yes,0,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1.0,1.0,16966,134.5,E34,C
321,0.0,,"Dennis, Mr. Samuel 1019",male,22.0,,0.0,A/5 21172,7.25,,S
322,0.0,,"Danoff, Mr. Yoto",,27.0,0.0,,349219,7.8958,,S
323,1.0,2.0,"Slayter, Miss. Hilda Mary",,30.0,0.0,0.0,234818,12.35,,
324,1.0,2.0,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",unknown,22.0,1.0,1.0,248738,,,
325,0.0,3.0,"Sage, Mr. George John Jr",male,,8.0,2.0,CA. 2343,69.55,,S
326,1.0,,"Young, Miss. Marie Grice 6001",female,36.0,0.0,0.0,PC 17760,135.6333,C32,C
327,0.0,,"Nysveen, Mr. Johan Hansen",male,61.0,0.0,0.0,345364,,,S
328,maybe,,"Ball, Mrs. (Ada E Hall)",female,36.0,0.0,0.0,28551,13.0,D,S
329,1.0,3.0,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1.0,1.0,363291,20.525,,S
330,1.0,1.0,"Hippach, Miss. Jean Gertrude",,16.0,0.0,1.0,111361,57.9792,B18,C
331,1.0,,"McCoy, Miss. Agnes 4764",alien,,100.0,-5.0,367226,23.25,,Q
332,,1.0,"Partner, Mr. Austen",,45.5,0.0,0.0,113043,28.5,C124,S
333,,1.0,"Graham, Mr. George Edward",,38.0,0.0,,PC 17582,1000000,C91,S
334,0.0,,"Vander Planke, Mr. Leo Edmondus",male,16.0,2.0,,345764,18.0,,S
335,1.0,1.0,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",,,1.0,0.0,PC 17611,133.65,,S
336,0.0,,"Denkoff, Miss Mitto",male,,0.0,0.0,349225,7.8958,,S
337,No,1.0,"Pears, Mr. Thomas Clinton",male,29.0,,0.0,113776,66.6,C2,
338,1.0,1.0,"Burns, Miss. Elizabeth Margaret",female,41.0,,0.0,16966,134.5,E40,
339,1.0,3.0,"Dahl, Mr. Karl Edwart",male,45.0,0.0,0.0,7598,8.05,,
340,0.0,,"Blackwell, Mr. Stephen Weart",male,45.0,0.0,,113784,Rose,T,S
341,1.0,2.0,"Navratil, Master. Edmond Roger",male,2.0,1.0,1.0,230080,,F2,
342,maybe,1.0,"Fortune, Miss. Alice Elizabeth",female,890.0,3.0,2.0,19950,263.0,C23 C25 C27,S
343,,5.0,"Collander, Mr. Erik Gustaf 9609",male,28.0,0.0,nan,248740,13.0,,S
344,0.0,2.0,"Sedgwick, Mr. Charles Frederick Waddington",alien,25.0,,0.0,244361,13.0,,S
345,0.0,2.0,"Fox, Mr. Stanley Hubert",male,36.0,,,229236,,,S
346,1.0,nan,"Brown, Miss. Amelia ""Mildred""",,24.0,0.0,0.0,248733,13.0,F33,
347,1.0,2.0,"Smith, Miss. Marion Elsie",,40.0,0.0,0.0,31418,13.0,,
348,1.0,3.0,"Davison, Mrs. Thomas Henry (Mary E Finck)",alien,500.0,1.0,0.0,386525,16.1,,S
349,1.0,3.0,"Coutts, Master. William Loch ""William""",male,3.0,1.0,1.0,C.A. 37671,77778990,,
350,,3.0,"Dimic, Mr. Jovan",,,0.0,0.0,315088,,,S
351,0.0,4,"Odahl, Mr. Nils Martin",,23.0,0.0,0.0,7267,9.225,,S
352,0.0,1.0,"Williams-Lambert, Mr. Fletcher Fellows",,,0.0,0.0,113510,35.0,C128,S
353,,3.0,"Elias, Mr. Tannous",alien,500.0,500.0,50.0,2695,,,
354,0.0,3.0,"Arnold-Franchi, Mr. Josef",male,25.0,nan,0.0,349237,17.8,,
355,No,3.0,"Yousif, Mr. Wazli",male,,0.0,0.0,2647,7.225,,C
356,0.0,,"Vanden Steen, Mr. Leo Peter",,28.0,0.0,0.0,345783,9.5,,S
357,1.0,1.0,"Bowerman, Miss. Elsie Edith",female,22.0,0.0,1.0,113505,55.0,E33,S
358,unknown,2.0,"Funk, Miss. Annie Clemmer",female,333.0,500.0,50.0,237671,,,S
359,1.0,3.0,"McGovern, Miss. Mary",,3433.0,0.0,0.0,330931,7.8792,,
360,1.0,3.0,"Mockler, Miss. Helen Mary ""Ellie""",female,,,0.0,330980,7.8792,,Q
361,0.0,,"Skoog, Mr. Wilhelm",male,40.0,1.0,,347088,27.9,,S
362,0.0,2.0,"del Carlo, Mr. Sebastiano 4349 9549",,29.0,,0.0,SC/PARIS 2167,,,
363,0.0,3.0,"Barbara, Mrs. (Catherine David)",female,45.0,0.0,,2691,14.4542,,C
364,,3.0,"Asim, Mr. Adola",,35.0,,0.0,SOTON/O.Q. 3101310,7.05,,
365,No,3.0,"O'Brien, Mr. Thomas",male,,1.0,0.0,370365,15.5,,
366,,3.0,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0.0,0.0,C 7076,,,S
367,,1.0,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",,60.0,,0.0,110813,,D37,C
368,1.0,,"Moussa, Mrs. (Mantoura Boulos)",female,,0.0,0.0,2626,7.2292,,C
369,1.0,4,"Jermyn, Miss. Annie",female,,0.0,,14313,-100,,Q
370,,1.0,"Aubart, Mme. Leontine Pauline",female,24.0,0.0,0.0,PC 17477,69.3,B35,
371,1.0,1.0,"Harder, Mr. George Achilles",male,25.0,1.0,0.0,11765,55.4417,E50,C
372,0.0,3.0,"Wiklund, Mr. Jakob Alfred",male,18.0,1.0,0.0,3101267,6.4958,,S
373,0.0,3.0,"Beavan, Mr. William Thomas",male,19.0,0.0,,323951,,,
374,0.0,,"Ringhini, Mr. Sante",male,22.0,0.0,0.0,PC 17760,135.6333,,C
375,0.0,3.0,"Palsson, Miss. Stina Viola",female,3.0,3.0,1.0,349909,,,S
376,1.0,1.0,"Meyer, Mrs. Edgar Joseph (Leila Saks)",,999.0,500.0,-5.0,PC 17604,82.1708,,
377,1.0,0.0,"Landergren, Miss. Aurora Adelia",female,22.0,0.0,0.0,C 7077,7.25,,S
378,0.0,1.0,"Widener, Mr. Harry Elkins",male,27.0,,2.0,113503,211.5,C82,C
379,,3.0,"Betros, Mr. Tannous",male,20.0,0.0,0.0,2648,,,C
380,,3.0,"Gustafsson, Mr. Karl Gideon",,19.0,0.0,0.0,347069,7.775,,S
381,1.0,1.0,"Bidois, Miss. Rosalie 5102",,42.0,0.0,nan,PC 17757,227.525,,
382,1.0,3.0,"Nakid, Miss. Maria (""Mary"")",,1.0,0.0,2.0,2653,15.7417,,C
383,,3.0,"Tikkanen, Mr. Juho",male,,0.0,0.0,STON/O 2. 3101293,7.925,,S
384,1.0,,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1.0,0.0,113789,,,S
385,0.0,3.0,"Plotcharsky, Mr. Vasil",,,0.0,0.0,349227,7.8958,,
386,0.0,2.0,"Davies, Mr. Charles Henry",male,18.0,,,S.O.C. 14879,73.5,,
387,0.0,3.0,"Goodwin, Master. Sidney Leonard",,1.0,5.0,2.0,CA 2144,,,S
388,1.0,2.0,"Buss, Miss. Kate",female,36.0,,,27849,13.0,,S
389,0.0,,"Sadlier, Mr. Matthew",male,,0.0,,367655,7.7292,,Q
390,,4,"Lehmann, Miss. Bertha",female,17.0,,0.0,SC 1748,12.0,,C
391,1.0,1.0,"Carter, Mr. William Ernest",male,36.0,1.0,2.0,113760,120.0,B96 B98,S
392,1.0,3.0,"Jansson, Mr. Carl Olof",male,21.0,0.0,0.0,350034,313131313131,,
393,0.0,3.0,"Gustafsson, Mr. Johan Birger",male,28.0,2.0,,3101277,,,
394,,1.0,"Newell, Miss. Marjorie",female,23.0,1.0,0.0,35273,113.275,D36,C
395,1.0,3.0,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,nan,2.0,PP 9549,16.7,G6,S
396,,0,"Johansson, Mr. Erik",male,22.0,0.0,0.0,350052,7.7958,,S
397,0.0,3.0,"Olsson, Miss. Elina",,31.0,0.0,0.0,350407,7.8542,,S
398,0.0,2.0,"McKane, Mr. Peter David",,46.0,0.0,0.0,28403,26.0,,S
399,0.0,2.0,"Pain, Dr. Alfred",male,23.0,,0.0,244278,1000000,,S
400,,0,"Trout, Mrs. William H (Jessie L)",female,28.0,,0.0,240929,12.65,,S
401,1.0,3.0,"Niskanen, Mr. Juha",male,39.0,0.0,0.0,STON/O 2. 3101289,7.925,,S
402,0.0,0,"Adams, Mr. John",alien,26.0,0.0,0.0,341826,8.05,,S
403,0.0,3.0,"Jussila, Miss. Mari Aina",female,21.0,,0.0,4137,9.825,,S
404,0.0,3.0,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1.0,0.0,STON/O2. 3101279,15.85,,S
405,0.0,3.0,"Oreskovic, Miss. Marija",,20.0,0.0,,315096,,,S
406,,2.0,"Gale, Mr. Shadrach",male,34.0,1.0,0.0,28664,21.0,,
407,0.0,4.0,"Widegren, Mr. Carl/Charles Peter",male,,0.0,,347064,7.75,,S
408,,,"Richards, Master. William Rowe",,3.0,1.0,1.0,29106,18.75,,S
409,No,3.0,"Birkeland, Mr. Hans Martin Monsen 1668",male,999.0,0.0,0.0,312992,7.775,,S
410,0.0,,"Lefebre, Miss. Ida",female,nan,,nan,4133,25.4667,,S
411,0.0,,"Sdycoff, Mr. Todor",male,,,,349222,1917,,S
412,0.0,3.0,"Hart, Mr. Henry",male,,0.0,nan,394140,6.8583,,
413,,1.0,"Minahan, Miss. Daisy E",,999.0,1.0,,19928,90.0,C78,Q
414,unknown,2.0,"Cunningham, Mr. Alfred Fleming",alien,,0.0,0.0,239853,0.0,,S
415,,3.0,"Sundman, Mr. Johan Julian",,890.0,0.0,0.0,STON/O 2. 3101269,7.925,,
416,0.0,3.0,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0.0,,343095,8.05,,S
417,1.0,2.0,"Drew, Mrs. James Vivian (Lulu Thorne Christian) 5333",female,34.0,,,28220,,,S
418,1.0,2.0,"Silven, Miss. Lyyli Karoliina",female,999.0,,2.0,250652,-222,,S
419,0.0,2.0,"Matthews, Mr. William John",male,30.0,0.0,0.0,28228,13.0,,S
420,unknown,3.0,"Van Impe, Miss. Catharina 3955 4213",female,10.0,0.0,,345773,24.15,,S
421,No,,"Gheorgheff, Mr. Stanio",male,,0.0,nan,349254,,,C
422,,3.0,"Charters, Mr. David",male,21.0,,0.0,A/5. 13032,7.7333,,Q
423,0.0,,"Zimmerman, Mr. Leo",male,29.0,0.0,0.0,315082,,,S
424,0.0,3.0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1.0,,347080,14.4,,S
425,,3.0,"Rosblom, Ms. Viktor Richard",,18.0,1.0,1.0,370129,20.2125,,S
426,No,3.0,"Wiseman, Mr. Phillippe",,,,0.0,A/4. 34244,7.25,,
427,1.0,2.0,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1.0,,2003,26.0,,S
428,Yes,2.0,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",,19.0,0.0,0.0,250655,26.0,,S
429,0.0,3.0,"Flynn, Mr. James",male,,0.0,,364851,,,Q
430,1.0,5.0,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,,0.0,SOTON/O.Q. 392078,,E10,S
431,1.0,1.0,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0.0,0.0,110564,,C52,S
432,1.0,3.0,"Thorneycroft, Mrs. Percival (Florence Kate White) 2682",female,,1.0,0.0,376564,16.1,,S
433,No,2.0,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",,42.0,1.0,0.0,SC/AH 3085,26.0,,
434,0.0,3.0,"Kallio, Mr. Nikolai Erland",male,17.0,0.0,,STON/O 2. 3101274,7.125,,S
435,0.0,,"Silvey, Mr. William Baird",male,50.0,1.0,0.0,13507,,E44,S
436,1.0,,"Carter, Miss. Lucile Polk",female,14.0,1.0,2.0,113760,,B96 B98,S
437,0.0,3.0,"Ford, Mr.. Doolina Margaret ""Daisy""",female,21.0,,,W./C. 6608,34.375,,S
438,,2.0,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2.0,3.0,29106,18.75,,
439,0.0,1.0,"Fortune, Mr. Mark",male,64.0,1.0,4.0,19950,,C23 C25 C27,S
440,,,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,999.0,-5.0,C.A. 18723,,,S
441,1.0,2.0,"Hart, Mrs. Benjamin (Esther Ada Bloomfield) 6659",female,45.0,1.0,1.0,F.C.C. 13529,,,S
442,No,3.0,"Hampe, Mr. Leon",,20.0,70.0,100.0,345769,9.5,,S
443,0.0,,"Petterson, Mr. Johan Emil 8859 1539",male,25.0,,,347076,,,S
444,1.0,2.0,"Reynaldo, Ms. Encarnacion",female,28.0,500.0,999.0,230434,,,
445,,3.0,"Johannesen-Bratthammer, Mr. Bernt 9251",male,,0.0,,65306,8.1125,,S
446,,,"Dodge, Master. Washington",male,4.0,,2.0,33638,,A34,S
447,Yes,2.0,"Mellinger, Miss. Madeleine Violet",female,450.0,0.0,,250644,19.5,,S
448,1.0,1.0,"Seward, Mr. Frederic Kimber 1198",male,-10.0,0.0,0.0,113794,26.55,,
449,,3.0,"Baclini, Miss. Marie Catherine",female,5.0,2.0,1.0,2666,19.2583,,C
450,No,4.0,"Peuchen, Major. Arthur Godfrey",,52.0,0.0,0.0,113786,,C104,
451,No,2.0,"West, Mr. Edwy Arthur",male,36.0,1.0,,C.A. 34651,27.75,,S
452,0.0,3.0,"Hagland, Mr. Ingvald Olai Olsen",alien,,1.0,0.0,65303,19.9667,,S
453,0.0,1.0,"Foreman, Mr. Benjamin Laventall",male,30.0,0.0,,113051,27.75,C111,C
454,,5.0,"Goldenberg, Mr. Samuel L",male,49.0,1.0,0.0,17453,89.1042,C92,C
455,No,3.0,"Peduzzi, Mr. Joseph",alien,,50.0,70.0,A/5 2817,8.05,,S
456,,3.0,"Jalsevac, Mr. Ivan",male,29.0,0.0,0.0,349240,7.8958,,C
457,,,"Millet, Mr. Francis Davis",male,65.0,0.0,0.0,13509,,E38,S
458,1.0,1.0,"Kenyon, Mrs. Frederick R (Marion)",,,1.0,0.0,17464,,D21,S
459,Yes,2.0,"Toomey, Miss. Ellen 8877",female,50.0,0.0,0.0,F.C.C. 13531,10.5,,S
460,0.0,3.0,"O'Connor, Mr. Maurice",unknown,,,,371060,7.75,,Q
461,1.0,,"Anderson, Mr. Harry 3548",male,48.0,,0.0,19952,26.55,E12,S
462,,3.0,"Morley, Mr. William",male,34.0,0.0,,364506,,,S
463,,nan,"Gee, Mr. Arthur H",male,47.0,0.0,0.0,111320,38.5,E63,
464,0.0,,"Milling, Mr. Jacob Christian",male,48.0,0.0,0.0,234360,,,
465,0.0,3.0,"Maisner, Mr. Simon",male,,0.0,,A/S 2816,8.05,,S
466,0.0,3.0,"Goncalves, Mr. Manuel Estanslas",male,,0.0,,SOTON/O.Q. 3101306,7.05,,S
467,0.0,2.0,"Campbell, Mr. William",male,,0.0,,239853,RMS,,S
468,,1.0,"Smart, Mr. John Montgomery",male,56.0,0.0,0.0,113792,26.55,,S
469,0.0,,"Scanlan, Mr. James",,,0.0,0.0,36209,7.725,,
470,1.0,3.0,"Baclini, Mr.. Helene Barbara",,0.75,70.0,100.0,2666,19.2583,,
471,0.0,3.0,"Keefe, Mr. Arthur",male,,,0.0,323592,7.25,,
472,0.0,3.0,"Cacic, Mr. Luka",male,38.0,0.0,0.0,315089,8.6625,,S
473,1.0,5,"West, Mrs. Edwy Arthur (Ada Mary Worth) 1725",female,33.0,500.0,70.0,C.A. 34651,27.75,,S
474,1.0,2.0,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0.0,0.0,SC/AH Basle 541,9999,D,C
475,0.0,3.0,"Strandberg, Miss. Ida Sofia",,22.0,,0.0,7553,9.8375,,S
476,0.0,1.0,"Clifford, Mr. George Quincy",male,,0.0,0.0,110465,52.0,A14,
477,0.0,2.0,"Renouf, Mr. Peter Henry",,34.0,,0.0,31027,,,S
478,0.0,3.0,"Braund, Mr. Lewis Richard",male,29.0,nan,0.0,3460,7.0458,,S
479,0.0,3.0,"Karlsson, Mr. Nils August",,22.0,0.0,0.0,350060,7.5208,,S
480,1.0,,"Hirvonen, Miss. Hildur E",female,,,1.0,3101298,12.2875,,S
481,unknown,3.0,"Goodwin, Master. Harold Victor",male,9.0,5.0,2.0,CA 2144,46.9,,S
482,0.0,2.0,"Frost, Mr. Anthony Wood ""Archie""",male,,0.0,,239854,0.0,,S
483,0.0,,"Rouse, Mr. Richard Henry",male,50.0,0.0,0.0,A/5 3594,8.05,,
484,,,"Turkula, Mrs. (Hedwig)",,63.0,0.0,0.0,4134,9.5875,,S
485,Yes,1.0,"Bishop, Mr. Dickinson H",male,25.0,1.0,,11967,91.0792,B49,C
486,,3.0,"Lefebre, Miss. Jeannie",female,,3.0,,4133,25.4667,,S
487,maybe,1.0,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1.0,,19943,,C93,
488,,,"Kent, Mr. Edward Austin",male,450.0,0.0,0.0,11771,,B37,C
489,0.0,,"Somerton, Mr. Francis William",,30.0,0.0,0.0,A.5. 18509,8.05,,S
490,1.0,3.0,"Coutts, Master. Eden Leslie ""Neville""",,9.0,1.0,1.0,C.A. 37671,1917,,S
491,0.0,,"Hagland, Mr. Konrad Mathias Reiersen",male,,,0.0,65304,19.9667,,S
492,0.0,3.0,"Windelov, Mr. Einar",male,21.0,0.0,0.0,SOTON/OQ 3101317,7.25,,
493,0.0,1.0,"Molson, Mr. Harry Markland",male,55.0,0.0,0.0,113787,30.5,C30,S
494,0.0,1.0,"Artagaveytia, Mr. Ramon",male,71.0,0.0,0.0,PC 17609,49.5042,,C
495,,,"Stanley, Mr. Edward Roland",male,21.0,,0.0,A/4 45380,8.05,,S
496,0.0,3.0,"Yousseff, Mr. Gerious",male,,0.0,,2627,,,C
497,,,"Eustis, Miss. Elizabeth Mussey",female,54.0,1.0,,36947,78.2667,D20,C
498,,,"Shellard, Mr. Frederick William 6678",male,,0.0,0.0,C.A. 6212,15.1,,S
499,0.0,1.0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1.0,2.0,113781,151.55,C22 C26,
500,,3.0,"Svensson, Mr. Olof",male,24.0,0.0,,350035,7.7958,,S
501,0.0,3.0,"Calic, Mr. Petar",male,17.0,,0.0,315086,,,
502,,0,"Canavan, Miss. Mary",,21.0,0.0,0.0,364846,,,Q
503,0.0,,"O'Sullivan, Miss. Bridget Mary 9843",,,,0.0,330909,7.6292,,Q
504,0.0,3.0,"Laitinen, Miss. Kristina Sofia",female,37.0,0.0,,4135,9.5875,,S
505,1.0,,"Maioni, Miss. Roberta",female,16.0,0.0,0.0,110152,86.5,B79,S
506,unknown,,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1.0,,PC 17758,108.9,C65,
507,1.0,,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0.0,,26360,26.0,,
508,1.0,1.0,"Bradley, Mr. George (""George Arthur Brayton"")",,,,0.0,111427,26.55,,S
509,0.0,,"Olsen, Mr. Henry Margido",male,28.0,0.0,,C 4001,22.525,,S
510,1.0,3.0,"Lang, Mr. Fang",unknown,26.0,0.0,0.0,1601,56.4958,,S
511,1.0,3.0,"Daly, Mr. Eugene Patrick",male,29.0,,0.0,382651,7.75,,Q
512,unknown,3.0,"Webber, Mr. James",male,,0.0,0.0,SOTON/OQ 3101316,8.05,,
513,maybe,1.0,"McGough, Mr. James Robert",male,36.0,0.0,0.0,PC 17473,,E25,
514,1.0,1.0,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,3213.0,1.0,0.0,PC 17603,,,
515,unknown,3.0,"Coleff, Mr. Satio",male,24.0,0.0,0.0,349209,7.4958,,
516,No,1.0,"Walker, Mr. William Anderson",male,47.0,500.0,70.0,36967,1000000,D46,
517,,,"Lemore, Mrs. (Amelia Milley)",unknown,34.0,0.0,0.0,C.A. 34260,10.5,F33,S
518,0.0,3.0,"Ryan, Mr. Patrick",male,,0.0,0.0,371110,24.15,,Q
519,1.0,2.0,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",,36.0,1.0,0.0,226875,26.0,,
520,maybe,3.0,"Pavlovic, Mr. Stefo",male,32.0,,0.0,349242,,,S
521,Yes,1.0,"Perreault, Miss. Anne",female,30.0,0.0,0.0,12749,93.5,B73,
522,0.0,3.0,"Vovk, Mr. Janko",male,22.0,nan,0.0,349252,,,S
523,,3.0,"Lahoud, Mr. Sarkis",male,,0.0,0.0,2624,10000,,C
524,1.0,1.0,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0.0,,111361,57.9792,B18,C
525,0.0,5.0,"Kassem, Mr. Fared",,,0.0,0.0,2700,7.2292,,C
526,0.0,3.0,"Farrell, Mr. James 4178",male,40.5,0.0,0.0,367232,7.75,,Q
527,1.0,2.0,"Ridsdale, Miss. Lucy",female,50.0,0.0,,W./C. 14258,,,S
528,No,1.0,"Farthing, Mr. John",male,,0.0,,PC 17483,221.7792,C95,
529,0.0,3.0,"Salonen, Mr. Johan Werner",,39.0,0.0,0.0,3101296,7.925,,S
530,0.0,4.0,"Hocking, Mr. Richard George",male,23.0,2.0,,29104,RMS,,S
531,1.0,,"Quick, Miss. Phyllis May",female,2.0,1.0,1.0,26360,26.0,,S
532,,3.0,"Toufik, Mr. Nakli",male,,0.0,0.0,2641,7.2292,,C
533,,3.0,"Elias, Mr. Joseph Jr",male,17.0,,1.0,2690,7.2292,,C
534,,3.0,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0.0,2.0,2668,22.3583,,C
535,0.0,3.0,"Cacic, Miss. Marija",,30.0,0.0,0.0,315084,8.6625,,S
536,,0.0,"Hart, Miss. Eva Miriam",,7.0,0.0,2.0,F.C.C. 13529,26.25,,
537,0.0,,"Butt, Major. Archibald Willingham",male,45.0,0.0,0.0,113050,,B38,S
538,1.0,,"LeRoy, Miss. Bertha",female,30.0,0.0,0.0,PC 17761,106.425,,C
539,0.0,,"Risien, Mr. Samuel Beard",male,,0.0,0.0,364498,14.5,,
540,Yes,1.0,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0.0,,13568,,B39,C
541,1.0,1.0,"Crosby, Miss. Harriet R",female,,,2.0,WE/P 5735,71.0,B22,S
542,0.0,3.0,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4.0,2.0,347082,,,S
543,,3.0,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4.0,2.0,347082,31.275,,
544,,,"Beane, Mr. Edward",male,32.0,1.0,0.0,2908,26.0,,S
545,0.0,1.0,"Douglas, Mr. Walter Donald",male,50.0,1.0,0.0,PC 17761,106.425,C86,C
546,No,1.0,"Nicholson, Mr. Arthur Ernest",male,64.0,0.0,0.0,693,26.0,,S
547,1.0,2.0,"Beane, Mrs. Edward (Ethel Clarke)",,,1.0,,2908,26.0,,S
548,1.0,2.0,"Padro y Manent, Mr. Julian",male,,0.0,0.0,SC/PARIS 2146,13.8625,,
